"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170315103003","Block Group 3, Census Tract 5103, Cook County, Illinois","301","90","71","37","230","88",
"1500000US170315103004","Block Group 4, Census Tract 5103, Cook County, Illinois","763","138","401","116","362","136",
"1500000US170315201001","Block Group 1, Census Tract 5201, Cook County, Illinois","584","72","329","77","255","80",
"1500000US170315202001","Block Group 1, Census Tract 5202, Cook County, Illinois","204","84","24","21","180","85",
"1500000US170315202002","Block Group 2, Census Tract 5202, Cook County, Illinois","389","90","201","64","188","86",
"1500000US170315202003","Block Group 3, Census Tract 5202, Cook County, Illinois","423","94","170","62","253","92",
"1500000US170315203001","Block Group 1, Census Tract 5203, Cook County, Illinois","390","93","235","73","155","76",
"1500000US170315203002","Block Group 2, Census Tract 5203, Cook County, Illinois","560","123","308","113","252","108",
"1500000US170315203003","Block Group 3, Census Tract 5203, Cook County, Illinois","310","87","231","78","79","60",
"1500000US170315203004","Block Group 4, Census Tract 5203, Cook County, Illinois","487","83","392","83","95","70",
"1500000US170315204001","Block Group 1, Census Tract 5204, Cook County, Illinois","272","67","236","68","36","35",
"1500000US170315204002","Block Group 2, Census Tract 5204, Cook County, Illinois","345","83","240","69","105","62",
"1500000US170315204003","Block Group 3, Census Tract 5204, Cook County, Illinois","329","70","237","70","92","52",
"1500000US170315204004","Block Group 4, Census Tract 5204, Cook County, Illinois","251","70","138","61","113","65",
"1500000US170315205001","Block Group 1, Census Tract 5205, Cook County, Illinois","268","60","189","52","79","56",
"1500000US170315205002","Block Group 2, Census Tract 5205, Cook County, Illinois","694","101","611","98","83","80",
"1500000US170315205003","Block Group 3, Census Tract 5205, Cook County, Illinois","442","87","335","85","107","59",
"1500000US170315206001","Block Group 1, Census Tract 5206, Cook County, Illinois","829","42","794","47","35","26",
"1500000US170315301001","Block Group 1, Census Tract 5301, Cook County, Illinois","427","87","167","54","260","82",
"1500000US170315301002","Block Group 2, Census Tract 5301, Cook County, Illinois","336","66","126","42","210","67",
"1500000US170315302001","Block Group 1, Census Tract 5302, Cook County, Illinois","281","91","157","75","124","74",
"1500000US170315302002","Block Group 2, Census Tract 5302, Cook County, Illinois","252","76","46","31","206","72",
"1500000US170315302003","Block Group 3, Census Tract 5302, Cook County, Illinois","193","69","57","41","136","72",
"1500000US170315302004","Block Group 4, Census Tract 5302, Cook County, Illinois","417","102","227","90","190","77",
"1500000US170315302005","Block Group 5, Census Tract 5302, Cook County, Illinois","285","86","107","45","178","83",
"1500000US170315303001","Block Group 1, Census Tract 5303, Cook County, Illinois","224","96","91","58","133","87",
"1500000US170315303002","Block Group 2, Census Tract 5303, Cook County, Illinois","260","70","188","70","72","50",
"1500000US170315303003","Block Group 3, Census Tract 5303, Cook County, Illinois","313","89","292","90","21","32",
"1500000US170315303004","Block Group 4, Census Tract 5303, Cook County, Illinois","588","121","491","108","97","56",
"1500000US170315304001","Block Group 1, Census Tract 5304, Cook County, Illinois","315","67","163","52","152","65",
"1500000US170315304002","Block Group 2, Census Tract 5304, Cook County, Illinois","376","72","326","64","50","40",
"1500000US170315305011","Block Group 1, Census Tract 5305.01, Cook County, Illinois","417","119","117","68","300","113",
"1500000US170315305012","Block Group 2, Census Tract 5305.01, Cook County, Illinois","426","143","168","60","258","136",
"1500000US170315305013","Block Group 3, Census Tract 5305.01, Cook County, Illinois","387","91","212","72","175","88",
"1500000US170315305014","Block Group 4, Census Tract 5305.01, Cook County, Illinois","454","129","360","106","94","88",
"1500000US170315305021","Block Group 1, Census Tract 5305.02, Cook County, Illinois","480","85","385","65","95","62",
"1500000US170315305031","Block Group 1, Census Tract 5305.03, Cook County, Illinois","493","97","436","100","57","57",
"1500000US170315305032","Block Group 2, Census Tract 5305.03, Cook County, Illinois","576","117","479","119","97","59",
"1500000US170315305033","Block Group 3, Census Tract 5305.03, Cook County, Illinois","692","147","560","143","132","81",
"1500000US170315306001","Block Group 1, Census Tract 5306, Cook County, Illinois","495","92","193","71","302","85",
"1500000US170315306002","Block Group 2, Census Tract 5306, Cook County, Illinois","303","93","238","97","65","50",
"1500000US170315306003","Block Group 3, Census Tract 5306, Cook County, Illinois","288","92","79","41","209","90",
"1500000US170315401011","Block Group 1, Census Tract 5401.01, Cook County, Illinois","457","91","107","47","350","81",
"1500000US170315401012","Block Group 2, Census Tract 5401.01, Cook County, Illinois","181","62","0","11","181","62",
"1500000US170315401013","Block Group 3, Census Tract 5401.01, Cook County, Illinois","449","102","0","11","449","102",
"1500000US170315401014","Block Group 4, Census Tract 5401.01, Cook County, Illinois","49","42","0","11","49","42",
"1500000US170315401021","Block Group 1, Census Tract 5401.02, Cook County, Illinois","363","71","16","26","347","77",
"1500000US170315401022","Block Group 2, Census Tract 5401.02, Cook County, Illinois","595","92","16","26","579","91",
"1500000US170315401023","Block Group 3, Census Tract 5401.02, Cook County, Illinois","199","63","122","50","77","53",
"1500000US170315501001","Block Group 1, Census Tract 5501, Cook County, Illinois","510","146","419","118","91","89",
"1500000US170315501002","Block Group 2, Census Tract 5501, Cook County, Illinois","292","84","221","87","71","56",
"1500000US170315501003","Block Group 3, Census Tract 5501, Cook County, Illinois","418","143","188","117","230","129",
"1500000US170315501004","Block Group 4, Census Tract 5501, Cook County, Illinois","459","150","225","122","234","129",
"1500000US170315501005","Block Group 5, Census Tract 5501, Cook County, Illinois","229","57","229","57","0","11",
"1500000US170315501006","Block Group 6, Census Tract 5501, Cook County, Illinois","639","173","426","143","213","131",
"1500000US170315502001","Block Group 1, Census Tract 5502, Cook County, Illinois","749","87","735","88","14","17",
"1500000US170315502002","Block Group 2, Census Tract 5502, Cook County, Illinois","305","75","244","65","61","57",
"1500000US170315601001","Block Group 1, Census Tract 5601, Cook County, Illinois","311","34","199","45","112","44",
"1500000US170315602001","Block Group 1, Census Tract 5602, Cook County, Illinois","59","33","34","26","25","23",
"1500000US170315602002","Block Group 2, Census Tract 5602, Cook County, Illinois","13","16","4","7","9","14",
"1500000US170315602003","Block Group 3, Census Tract 5602, Cook County, Illinois","492","51","398","77","94","49",
"1500000US170315603001","Block Group 1, Census Tract 5603, Cook County, Illinois","483","60","457","63","26","27",
"1500000US170315603002","Block Group 2, Census Tract 5603, Cook County, Illinois","426","70","405","74","21","15",
"1500000US170315604001","Block Group 1, Census Tract 5604, Cook County, Illinois","378","62","371","67","7","12",
"1500000US170315607001","Block Group 1, Census Tract 5607, Cook County, Illinois","451","77","284","73","167","81",
"1500000US170315607002","Block Group 2, Census Tract 5607, Cook County, Illinois","718","94","506","93","212","84",
"1500000US170315608001","Block Group 1, Census Tract 5608, Cook County, Illinois","451","94","391","89","60","49",
"1500000US170315608002","Block Group 2, Census Tract 5608, Cook County, Illinois","564","109","364","95","200","79",
"1500000US170315608003","Block Group 3, Census Tract 5608, Cook County, Illinois","403","94","295","73","108","84",
"1500000US170315608004","Block Group 4, Census Tract 5608, Cook County, Illinois","301","78","240","78","61","46",
"1500000US170315608005","Block Group 5, Census Tract 5608, Cook County, Illinois","422","81","360","77","62","61",
"1500000US170315609001","Block Group 1, Census Tract 5609, Cook County, Illinois","452","92","336","71","116","85",
"1500000US170315609002","Block Group 2, Census Tract 5609, Cook County, Illinois","193","60","193","60","0","11",
"1500000US170315609003","Block Group 3, Census Tract 5609, Cook County, Illinois","272","67","246","60","26","40",
"1500000US170315609004","Block Group 4, Census Tract 5609, Cook County, Illinois","426","88","397","90","29","45",
"1500000US170315609005","Block Group 5, Census Tract 5609, Cook County, Illinois","249","55","249","55","0","11",
"1500000US170315609006","Block Group 6, Census Tract 5609, Cook County, Illinois","276","74","204","60","72","63",
"1500000US170315610001","Block Group 1, Census Tract 5610, Cook County, Illinois","484","124","330","94","154","130",
"1500000US170315610002","Block Group 2, Census Tract 5610, Cook County, Illinois","160","62","160","62","0","11",
"1500000US170315610003","Block Group 3, Census Tract 5610, Cook County, Illinois","369","79","318","64","51","61",
"1500000US170315610004","Block Group 4, Census Tract 5610, Cook County, Illinois","284","91","268","92","16","25",
"1500000US170315610005","Block Group 5, Census Tract 5610, Cook County, Illinois","362","106","282","92","80","76",
"1500000US170315610006","Block Group 6, Census Tract 5610, Cook County, Illinois","337","82","251","60","86","67",
"1500000US170315611001","Block Group 1, Census Tract 5611, Cook County, Illinois","252","68","213","71","39","40",
"1500000US170315611002","Block Group 2, Census Tract 5611, Cook County, Illinois","334","86","302","81","32","40",
"1500000US170315611003","Block Group 3, Census Tract 5611, Cook County, Illinois","274","80","274","80","0","11",
"1500000US170315611004","Block Group 4, Census Tract 5611, Cook County, Illinois","481","90","389","88","92","71",
"1500000US170315611005","Block Group 5, Census Tract 5611, Cook County, Illinois","367","67","367","67","0","11",
"1500000US170315611006","Block Group 6, Census Tract 5611, Cook County, Illinois","239","80","195","83","44","41",
"1500000US170315701001","Block Group 1, Census Tract 5701, Cook County, Illinois","395","39","263","51","132","54",
"1500000US170315702001","Block Group 1, Census Tract 5702, Cook County, Illinois","575","41","448","62","127","60",
"1500000US170315703001","Block Group 1, Census Tract 5703, Cook County, Illinois","371","88","229","73","142","73",
"1500000US170315703002","Block Group 2, Census Tract 5703, Cook County, Illinois","265","75","150","57","115","71",
"1500000US170315703003","Block Group 3, Census Tract 5703, Cook County, Illinois","492","97","254","90","238","86",
"1500000US170315703004","Block Group 4, Census Tract 5703, Cook County, Illinois","484","94","333","85","151","78",
"1500000US170315704001","Block Group 1, Census Tract 5704, Cook County, Illinois","300","55","143","43","157","48",
"1500000US170315704002","Block Group 2, Census Tract 5704, Cook County, Illinois","202","62","64","33","138","55",
"1500000US170315705001","Block Group 1, Census Tract 5705, Cook County, Illinois","338","51","208","54","130","53",
"1500000US170315705002","Block Group 2, Census Tract 5705, Cook County, Illinois","385","57","190","65","195","61",
"1500000US170315801001","Block Group 1, Census Tract 5801, Cook County, Illinois","473","80","268","72","205","66",
"1500000US170315801002","Block Group 2, Census Tract 5801, Cook County, Illinois","379","64","253","54","126","54",
"1500000US170315802001","Block Group 1, Census Tract 5802, Cook County, Illinois","362","83","229","65","133","60",
"1500000US170315802002","Block Group 2, Census Tract 5802, Cook County, Illinois","491","113","116","57","375","100",
"1500000US170315803001","Block Group 1, Census Tract 5803, Cook County, Illinois","594","72","327","77","267","86",
"1500000US170315804001","Block Group 1, Census Tract 5804, Cook County, Illinois","413","109","235","89","178","90",
"1500000US170315804002","Block Group 2, Census Tract 5804, Cook County, Illinois","303","93","54","41","249","93",
"1500000US170315804003","Block Group 3, Census Tract 5804, Cook County, Illinois","363","102","154","68","209","87",
